"taxocategory","geo","stockid","areaname","stocklong","commonname1","scientificname","assessid","tsyear","ssb","total"
"4837","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1982,30180.6,32164.6
"4838","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1983,42080.37,42080.37
"4839","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1984,42841.29,46547.29
"4840","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1985,58181.84,64928.84
"4841","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1986,45914.31,54593.31
"4842","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1987,38490.31,44760.31
"4843","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1988,31632.23,39600.23
"4844","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1989,29576.59,38050.59
"4845","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1990,24148.71,28837.71
"4846","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1991,26796.84,30305.84
"4847","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1992,37333.25,42510.25
"4848","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1993,24144.59,30464.59
"4849","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1994,14938.64,19626.64
"4850","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1995,16646.64,18707.64
"4851","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1996,20565.77,23651.77
"4852","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1997,42681.93,48222.93
"4853","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1998,33201.45,36418.45
"4854","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",1999,31695.63,33809.63
"4855","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2000,23390.41,27705.41
"4856","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2001,22938.41,25855.41
"4857","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2002,19191.5,23685.5
"4858","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2003,30331.69,34344.69
"4859","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2004,25260.39,29371.39
"4860","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2005,20145.04,23945.04
"4861","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2006,15671.78,18288.78
"4862","Pelagic","NEPac","HERRPRD","Prince Rupert District","Pacific herring Prince Rupert District","Pacific herring","Clupea pallasii","DFO-PAC-HERRPRD-1951-2007-COLLIE",2007,16813.73,17781.73
"4863","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1980,48270.35,52824.36
"4864","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1981,51090.88,63262.2
"4865","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1982,47402.54,54244.23
"4866","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1983,56449.01,58999.78
"4867","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1984,64461.28,69818.6
"4868","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1985,79124.61,85627
"4869","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1986,65601.06,75240.88
"4870","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1987,70646.42,75470.75
"4871","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1988,93508.2,101382.44
"4872","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1989,105135.41,105135.41
"4873","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1990,84252.14,93423.68
"4874","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1991,71852.32,84716.2
"4875","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1992,80238.46,96611.72
"4876","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1993,31921.39,33859.58
"4877","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1994,16738.8,16738.8
"4878","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1995,15675.86,15675.86
"4879","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1996,19882.23,19882.23
"4880","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1997,24354.8,28122.21
"4881","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1998,20521.21,23452.01
"4882","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",1999,16291.61,16335.04
"4883","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2000,13936.21,13936.21
"4884","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2001,10683.51,10683.51
"4885","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2002,13007.92,13007.92
"4886","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2003,17576.62,17576.62
"4887","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2004,19301.84,19301.84
"4888","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2005,13207.83,13207.83
"4889","Pelagic","NEPac","HERRPWS","Prince William Sound","Pacific herring Prince William Sound","Pacific herring","Clupea pallasii","ADFG-HERRPWS-1980-2006-COLLIE",2006,9499.56,9499.56
"4890","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1951,3504.67,6351.67
"4891","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1952,6542.31,16689.31
"4892","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1953,10291.13,10291.13
"4893","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1954,11258.5,13044.5
"4894","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1955,10941.36,12175.36
"4895","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1956,9756.09,87437.09
"4896","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1957,1659.98,25370.98
"4897","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1958,7263.42,18429.42
"4898","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1959,5216.29,12243.29
"4899","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1960,8821.62,8821.62
"4900","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1961,9065.96,9718.96
"4901","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1962,9855.13,17487.13
"4902","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1963,11882.56,26862.56
"4903","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1964,4711.42,33488.42
"4904","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1965,2674.45,38122.45
"4905","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1966,2480.72,5226.72
"4906","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1967,1098.02,1311.02
"4907","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1968,2111.11,2191.11
"4908","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1969,2856.31,2856.31
"4909","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1970,7574.45,7574.45
"4910","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1971,14769.18,14871.18
"4911","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1972,8454.06,12427.06
"4912","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1973,7516.95,15036.95
"4913","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1974,25475.78,31793.78
"4914","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1975,29378.56,37102.56
"4915","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1976,17966.01,32081.01
"4916","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1977,20279.29,32914.29
"4917","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1978,9382.92,21107.92
"4918","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1979,10786.51,18739.51
"4919","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1980,40365.62,43681.62
"4920","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1981,48715.62,54346.62
"4921","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1982,43017.49,46795.49
"4922","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1983,47229.59,52886.59
"4923","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1984,26047.3,30694.3
"4924","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1985,18264.55,24373.55
"4925","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1986,12401.03,15904.03
"4926","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1987,11106.5,13167.5
"4927","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1988,22498.93,22530.93
"4928","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1989,40003.99,41464.99
"4929","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1990,20680.58,27392.58
"4930","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1991,14113.87,18555.87
"4931","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1992,13485,16009
"4932","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1993,10746.17,13445.17
"4933","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1994,7475.2,7774.2
"4934","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1995,5205.69,5205.69
"4935","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1996,7301.65,7301.65
"4936","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1997,11308.43,11308.43
"4937","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1998,19663.28,21035.28
"4938","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",1999,11032.86,14005.86
"4939","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2000,6936.76,8700.76
"4940","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2001,12768.17,12768.17
"4941","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2002,3381.76,4087.76
"4942","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2003,8754.66,8754.66
"4943","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2004,5703.62,5703.62
"4944","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2005,3663.84,3663.84
"4945","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2006,4125.46,4125.46
"4946","Pelagic","NEPac","HERRQCI","Queen Charlotte Islands","Pacific herring Queen Charlotte Islands","Pacific herring","Clupea pallasii","DFO-PAC-HERRQCI-1951-2007-COLLIE",2007,9151.84,9151.84
"4947","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1977,54521,76732
"4948","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1978,49354,66254
"4949","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1979,46736,66126
"4950","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1980,46707,69522
"4951","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1981,47214,65521
"4952","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1982,42747,72869
"4953","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1983,50824,76232
"4954","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1984,39874,66062
"4955","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1985,51827,77178
"4956","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1986,63947,86265
"4957","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1987,51131,96522
"4958","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1988,95368,114727
"4959","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1989,62201,84521
"4960","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1990,75496,134754
"4961","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1991,84030,136559
"4962","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1992,101752,160537
"4963","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1993,115027,168458
"4964","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1994,118870,163929
"4965","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1995,111355,160984
"4966","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1996,100738,163329
"4967","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1997,100786,131205
"4968","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1998,79879,118700
"4969","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",1999,83474,136327
"4970","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",2000,85050,134113
"4971","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",2001,79931,159877
"4972","Pelagic","NEAtl","HERRRIGA","Gulf of Riga East of Gotland","Herring ICES 28","Herring","Clupea harengus","WGBFAS-HERRRIGA-1976-2007-JENNINGS",2002,104688,148279
